"GroupNumber","FilePath","FileName","FileSize","LastModified","Hash"
"1060","C:\Users\louie\Documents\Project\Capstone\Images\00001948.jpg","00001948.jpg","34.49 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1061","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005099.jpg","00005099.jpg","25.99 KB","15/10/2024 10:25:56 pm","1d55cfae27355963f91f998f1094f6bf"
"1061","C:\Users\louie\Documents\Project\Capstone\Images\00005099.jpg","00005099.jpg","25.99 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"1062","C:\Users\louie\Documents\GitProject\PCSO Predictions\.mypy_cache\3.10\urllib\parse.data.json","parse.data.json","242.25 KB","2/7/2025 8:09:35 am","1d55cfae27355963f91f998f1094f6bf"
"1062","C:\Users\louie\Documents\GitProject\TinMBA\.mypy_cache\3.10\urllib\parse.data.json","parse.data.json","242.25 KB","19/7/2025 4:58:45 pm","1d55cfae27355963f91f998f1094f6bf"
"1063","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004275.jpg","00004275.jpg","30.86 KB","15/10/2024 10:25:42 pm","1d55cfae27355963f91f998f1094f6bf"
"1063","C:\Users\louie\Documents\Project\Capstone\Images\00004275.jpg","00004275.jpg","30.86 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1064","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000039.jpg","00000039.jpg","10.85 KB","15/10/2024 10:24:40 pm","1d55cfae27355963f91f998f1094f6bf"
"1064","C:\Users\louie\Documents\Project\Capstone\Images\00000039.jpg","00000039.jpg","10.85 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1065","C:\Users\louie\Documents\GitProject\PCSO Predictions\.mypy_cache\3.12\pathlib.data.json","pathlib.data.json","109.48 KB","16/4/2025 5:55:10 pm","1d55cfae27355963f91f998f1094f6bf"
"1065","C:\Users\louie\Documents\GitProject\TinMBA\.mypy_cache\3.12\pathlib.data.json","pathlib.data.json","109.48 KB","19/7/2025 4:37:51 pm","1d55cfae27355963f91f998f1094f6bf"
"1065","C:\Users\louie\Documents\GitProject\VCEProject\.mypy_cache\3.12\pathlib.data.json","pathlib.data.json","109.48 KB","24/5/2025 5:23:38 pm","1d55cfae27355963f91f998f1094f6bf"
"1066","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001905.jpg","00001905.jpg","33.72 KB","15/10/2024 10:25:07 pm","1d55cfae27355963f91f998f1094f6bf"
"1066","C:\Users\louie\Documents\Project\Capstone\Images\00001905.jpg","00001905.jpg","33.72 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1067","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001063.jpg","00001063.jpg","36.21 KB","15/10/2024 10:24:55 pm","1d55cfae27355963f91f998f1094f6bf"
"1067","C:\Users\louie\Documents\Project\Capstone\Images\00001063.jpg","00001063.jpg","36.21 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1068","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002977.jpg","00002977.jpg","10.19 KB","15/10/2024 10:25:23 pm","1d55cfae27355963f91f998f1094f6bf"
"1068","C:\Users\louie\Documents\Project\Capstone\Images\00002977.jpg","00002977.jpg","10.19 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1069","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004819.jpg","00004819.jpg","26.49 KB","15/10/2024 10:25:51 pm","1d55cfae27355963f91f998f1094f6bf"
"1069","C:\Users\louie\Documents\Project\Capstone\Images\00004819.jpg","00004819.jpg","26.49 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1070","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002237.jpg","00002237.jpg","25.00 KB","15/10/2024 10:25:12 pm","1d55cfae27355963f91f998f1094f6bf"
"1070","C:\Users\louie\Documents\Project\Capstone\Images\00002237.jpg","00002237.jpg","25.00 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1071","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001342.jpg","00001342.jpg","10.36 KB","15/10/2024 10:24:59 pm","1d55cfae27355963f91f998f1094f6bf"
"1071","C:\Users\louie\Documents\Project\Capstone\Images\00001342.jpg","00001342.jpg","10.36 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1072","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002811.jpg","00002811.jpg","33.98 KB","15/10/2024 10:25:20 pm","1d55cfae27355963f91f998f1094f6bf"
"1072","C:\Users\louie\Documents\Project\Capstone\Images\00002811.jpg","00002811.jpg","33.98 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1073","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001201.jpg","00001201.jpg","10.13 KB","15/10/2024 10:24:57 pm","1d55cfae27355963f91f998f1094f6bf"
"1073","C:\Users\louie\Documents\Project\Capstone\Images\00001201.jpg","00001201.jpg","10.13 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1074","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003516.jpg","00003516.jpg","11.01 KB","15/10/2024 10:25:31 pm","1d55cfae27355963f91f998f1094f6bf"
"1074","C:\Users\louie\Documents\Project\Capstone\Images\00003516.jpg","00003516.jpg","11.01 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1075","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004387.jpg","00004387.jpg","24.30 KB","15/10/2024 10:25:44 pm","1d55cfae27355963f91f998f1094f6bf"
"1075","C:\Users\louie\Documents\Project\Capstone\Images\00004387.jpg","00004387.jpg","24.30 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1076","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001007.jpg","00001007.jpg","25.90 KB","15/10/2024 10:24:54 pm","1d55cfae27355963f91f998f1094f6bf"
"1076","C:\Users\louie\Documents\Project\Capstone\Images\00001007.jpg","00001007.jpg","25.90 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1077","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002428.jpg","00002428.jpg","21.78 KB","15/10/2024 10:25:15 pm","1d55cfae27355963f91f998f1094f6bf"
"1077","C:\Users\louie\Documents\Project\Capstone\Images\00002428.jpg","00002428.jpg","21.78 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1078","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000476.jpg","00000476.jpg","21.22 KB","15/10/2024 10:24:46 pm","1d55cfae27355963f91f998f1094f6bf"
"1078","C:\Users\louie\Documents\Project\Capstone\Images\00000476.jpg","00000476.jpg","21.22 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1079","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\tests\indexes\interval\test_indexing.py","test_indexing.py","24.73 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"1079","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\tests\indexes\interval\test_indexing.py","test_indexing.py","24.73 KB","16/4/2025 5:38:57 pm","1d55cfae27355963f91f998f1094f6bf"
"1080","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003376.jpg","00003376.jpg","43.41 KB","15/10/2024 10:25:29 pm","1d55cfae27355963f91f998f1094f6bf"
"1080","C:\Users\louie\Documents\Project\Capstone\Images\00003376.jpg","00003376.jpg","43.41 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1081","C:\Users\louie\Documents\GitProject\.mypy_cache\3.12\numpy\core\_asarray.data.json","_asarray.data.json","19.83 KB","1/2/2025 1:28:00 pm","1d55cfae27355963f91f998f1094f6bf"
"1081","C:\Users\louie\Documents\GitProject\Toto-Predictions\.mypy_cache\3.12\numpy\core\_asarray.data.json","_asarray.data.json","19.83 KB","3/2/2025 4:37:49 pm","1d55cfae27355963f91f998f1094f6bf"
"1082","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004076.jpg","00004076.jpg","35.82 KB","15/10/2024 10:25:40 pm","1d55cfae27355963f91f998f1094f6bf"
"1082","C:\Users\louie\Documents\Project\Capstone\Images\00004076.jpg","00004076.jpg","35.82 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1083","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003706.jpg","00003706.jpg","33.81 KB","15/10/2024 10:25:34 pm","1d55cfae27355963f91f998f1094f6bf"
"1083","C:\Users\louie\Documents\Project\Capstone\Images\00003706.jpg","00003706.jpg","33.81 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1084","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002193.jpg","00002193.jpg","26.44 KB","15/10/2024 10:25:11 pm","1d55cfae27355963f91f998f1094f6bf"
"1084","C:\Users\louie\Documents\Project\Capstone\Images\00002193.jpg","00002193.jpg","26.44 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1085","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001052.jpg","00001052.jpg","30.90 KB","15/10/2024 10:24:55 pm","1d55cfae27355963f91f998f1094f6bf"
"1085","C:\Users\louie\Documents\Project\Capstone\Images\00001052.jpg","00001052.jpg","30.90 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1086","C:\Users\louie\Documents\GitProject\.mypy_cache\3.12\numpy\ma\mrecords.data.json","mrecords.data.json","16.54 KB","1/2/2025 1:28:00 pm","1d55cfae27355963f91f998f1094f6bf"
"1086","C:\Users\louie\Documents\GitProject\Toto-Predictions\.mypy_cache\3.12\numpy\ma\mrecords.data.json","mrecords.data.json","16.54 KB","3/2/2025 4:37:49 pm","1d55cfae27355963f91f998f1094f6bf"
"1087","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000611.jpg","00000611.jpg","22.86 KB","15/10/2024 10:24:48 pm","1d55cfae27355963f91f998f1094f6bf"
"1087","C:\Users\louie\Documents\Project\Capstone\Images\00000611.jpg","00000611.jpg","22.86 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1088","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005182.jpg","00005182.jpg","34.03 KB","15/10/2024 10:25:57 pm","1d55cfae27355963f91f998f1094f6bf"
"1088","C:\Users\louie\Documents\Project\Capstone\Images\00005182.jpg","00005182.jpg","34.03 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"1089","C:\Users\louie\Documents\GitProject\PCSO Predictions\.mypy_cache\3.10\typing_extensions.data.json","typing_extensions.data.json","174.24 KB","16/4/2025 5:48:05 pm","1d55cfae27355963f91f998f1094f6bf"
"1089","C:\Users\louie\Documents\GitProject\TinMBA\.mypy_cache\3.10\typing_extensions.data.json","typing_extensions.data.json","174.24 KB","19/7/2025 4:38:20 pm","1d55cfae27355963f91f998f1094f6bf"
"1089","C:\Users\louie\Documents\GitProject\VCEProject\.mypy_cache\3.10\typing_extensions.data.json","typing_extensions.data.json","174.24 KB","24/5/2025 5:21:47 pm","1d55cfae27355963f91f998f1094f6bf"
"1090","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003359.jpg","00003359.jpg","35.77 KB","15/10/2024 10:25:29 pm","1d55cfae27355963f91f998f1094f6bf"
"1090","C:\Users\louie\Documents\Project\Capstone\Images\00003359.jpg","00003359.jpg","35.77 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1091","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000058.jpg","00000058.jpg","22.09 KB","15/10/2024 10:24:40 pm","1d55cfae27355963f91f998f1094f6bf"
"1091","C:\Users\louie\Documents\Project\Capstone\Images\00000058.jpg","00000058.jpg","22.09 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1092","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001743.jpg","00001743.jpg","32.79 KB","15/10/2024 10:25:05 pm","1d55cfae27355963f91f998f1094f6bf"
"1092","C:\Users\louie\Documents\Project\Capstone\Images\00001743.jpg","00001743.jpg","32.79 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1093","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002567.jpg","00002567.jpg","29.86 KB","15/10/2024 10:25:17 pm","1d55cfae27355963f91f998f1094f6bf"
"1093","C:\Users\louie\Documents\Project\Capstone\Images\00002567.jpg","00002567.jpg","29.86 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1094","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001662.jpg","00001662.jpg","32.53 KB","15/10/2024 10:25:04 pm","1d55cfae27355963f91f998f1094f6bf"
"1094","C:\Users\louie\Documents\Project\Capstone\Images\00001662.jpg","00001662.jpg","32.53 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1095","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002363.jpg","00002363.jpg","33.78 KB","15/10/2024 10:25:14 pm","1d55cfae27355963f91f998f1094f6bf"
"1095","C:\Users\louie\Documents\Project\Capstone\Images\00002363.jpg","00002363.jpg","33.78 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1096","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001216.jpg","00001216.jpg","36.77 KB","15/10/2024 10:24:57 pm","1d55cfae27355963f91f998f1094f6bf"
"1096","C:\Users\louie\Documents\Project\Capstone\Images\00001216.jpg","00001216.jpg","36.77 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1097","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003044.jpg","00003044.jpg","11.91 KB","15/10/2024 10:25:24 pm","1d55cfae27355963f91f998f1094f6bf"
"1097","C:\Users\louie\Documents\Project\Capstone\Images\00003044.jpg","00003044.jpg","11.91 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1098","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000411.jpg","00000411.jpg","27.51 KB","15/10/2024 10:24:45 pm","1d55cfae27355963f91f998f1094f6bf"
"1098","C:\Users\louie\Documents\Project\Capstone\Images\00000411.jpg","00000411.jpg","27.51 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1099","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005361.jpg","00005361.jpg","10.11 KB","15/10/2024 10:25:59 pm","1d55cfae27355963f91f998f1094f6bf"
"1099","C:\Users\louie\Documents\Project\Capstone\Images\00005361.jpg","00005361.jpg","10.11 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"1100","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004377.jpg","00004377.jpg","22.08 KB","15/10/2024 10:25:44 pm","1d55cfae27355963f91f998f1094f6bf"
"1100","C:\Users\louie\Documents\Project\Capstone\Images\00004377.jpg","00004377.jpg","22.08 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1101","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002912.jpg","00002912.jpg","39.16 KB","15/10/2024 10:25:22 pm","1d55cfae27355963f91f998f1094f6bf"
"1101","C:\Users\louie\Documents\Project\Capstone\Images\00002912.jpg","00002912.jpg","39.16 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1102","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005074.jpg","00005074.jpg","10.33 KB","15/10/2024 10:25:55 pm","1d55cfae27355963f91f998f1094f6bf"
"1102","C:\Users\louie\Documents\Project\Capstone\Images\00005074.jpg","00005074.jpg","10.33 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"1103","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002158.jpg","00002158.jpg","33.16 KB","15/10/2024 10:25:11 pm","1d55cfae27355963f91f998f1094f6bf"
"1103","C:\Users\louie\Documents\Project\Capstone\Images\00002158.jpg","00002158.jpg","33.16 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1104","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003847.jpg","00003847.jpg","34.71 KB","15/10/2024 10:25:37 pm","1d55cfae27355963f91f998f1094f6bf"
"1104","C:\Users\louie\Documents\Project\Capstone\Images\00003847.jpg","00003847.jpg","34.71 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1105","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001719.jpg","00001719.jpg","29.82 KB","15/10/2024 10:25:05 pm","1d55cfae27355963f91f998f1094f6bf"
"1105","C:\Users\louie\Documents\Project\Capstone\Images\00001719.jpg","00001719.jpg","29.82 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1106","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003603.jpg","00003603.jpg","28.97 KB","15/10/2024 10:25:33 pm","1d55cfae27355963f91f998f1094f6bf"
"1106","C:\Users\louie\Documents\Project\Capstone\Images\00003603.jpg","00003603.jpg","28.97 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1107","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003051.jpg","00003051.jpg","33.00 KB","15/10/2024 10:25:24 pm","1d55cfae27355963f91f998f1094f6bf"
"1107","C:\Users\louie\Documents\Project\Capstone\Images\00003051.jpg","00003051.jpg","33.00 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1108","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003392.jpg","00003392.jpg","37.73 KB","15/10/2024 10:25:30 pm","1d55cfae27355963f91f998f1094f6bf"
"1108","C:\Users\louie\Documents\Project\Capstone\Images\00003392.jpg","00003392.jpg","37.73 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1109","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004310.jpg","00004310.jpg","11.65 KB","15/10/2024 10:25:43 pm","1d55cfae27355963f91f998f1094f6bf"
"1109","C:\Users\louie\Documents\Project\Capstone\Images\00004310.jpg","00004310.jpg","11.65 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1110","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000639.jpg","00000639.jpg","37.72 KB","15/10/2024 10:24:49 pm","1d55cfae27355963f91f998f1094f6bf"
"1110","C:\Users\louie\Documents\Project\Capstone\Images\00000639.jpg","00000639.jpg","37.72 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1111","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000653.jpg","00000653.jpg","23.87 KB","15/10/2024 10:24:49 pm","1d55cfae27355963f91f998f1094f6bf"
"1111","C:\Users\louie\Documents\Project\Capstone\Images\00000653.jpg","00000653.jpg","23.87 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1112","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002319.jpg","00002319.jpg","37.61 KB","15/10/2024 10:25:13 pm","1d55cfae27355963f91f998f1094f6bf"
"1112","C:\Users\louie\Documents\Project\Capstone\Images\00002319.jpg","00002319.jpg","37.61 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1113","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005631.jpg","00005631.jpg","32.56 KB","15/10/2024 10:26:04 pm","1d55cfae27355963f91f998f1094f6bf"
"1113","C:\Users\louie\Documents\Project\Capstone\Images\00005631.jpg","00005631.jpg","32.56 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"1114","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000073.jpg","00000073.jpg","25.88 KB","15/10/2024 10:24:40 pm","1d55cfae27355963f91f998f1094f6bf"
"1114","C:\Users\louie\Documents\Project\Capstone\Images\00000073.jpg","00000073.jpg","25.88 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1115","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005490.jpg","00005490.jpg","43.92 KB","15/10/2024 10:26:01 pm","1d55cfae27355963f91f998f1094f6bf"
"1115","C:\Users\louie\Documents\Project\Capstone\Images\00005490.jpg","00005490.jpg","43.92 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"1116","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000526.jpg","00000526.jpg","18.32 KB","15/10/2024 10:24:47 pm","1d55cfae27355963f91f998f1094f6bf"
"1116","C:\Users\louie\Documents\Project\Capstone\Images\00000526.jpg","00000526.jpg","18.32 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1117","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004070.jpg","00004070.jpg","19.90 KB","15/10/2024 10:25:39 pm","1d55cfae27355963f91f998f1094f6bf"
"1117","C:\Users\louie\Documents\Project\Capstone\Images\00004070.jpg","00004070.jpg","19.90 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1118","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\core\reshape\merge.py","merge.py","97.25 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"1118","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\core\reshape\merge.py","merge.py","97.25 KB","16/4/2025 5:38:57 pm","1d55cfae27355963f91f998f1094f6bf"
"1119","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003024.jpg","00003024.jpg","28.39 KB","15/10/2024 10:25:24 pm","1d55cfae27355963f91f998f1094f6bf"
"1119","C:\Users\louie\Documents\Project\Capstone\Images\00003024.jpg","00003024.jpg","28.39 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1120","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005325.jpg","00005325.jpg","27.52 KB","15/10/2024 10:25:59 pm","1d55cfae27355963f91f998f1094f6bf"
"1120","C:\Users\louie\Documents\Project\Capstone\Images\00005325.jpg","00005325.jpg","27.52 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"1121","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001196.jpg","00001196.jpg","31.16 KB","15/10/2024 10:24:57 pm","1d55cfae27355963f91f998f1094f6bf"
"1121","C:\Users\louie\Documents\Project\Capstone\Images\00001196.jpg","00001196.jpg","31.16 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"1122","C:\Users\louie\Documents\GitProject\.mypy_cache\3.12\numpy\_typing\_dtype_like.data.json","_dtype_like.data.json","33.27 KB","1/2/2025 1:28:00 pm","1d55cfae27355963f91f998f1094f6bf"
"1122","C:\Users\louie\Documents\GitProject\Toto-Predictions\.mypy_cache\3.12\numpy\_typing\_dtype_like.data.json","_dtype_like.data.json","33.27 KB","3/2/2025 4:37:49 pm","1d55cfae27355963f91f998f1094f6bf"
"1123","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001817.jpg","00001817.jpg","27.74 KB","15/10/2024 10:25:06 pm","1d55cfae27355963f91f998f1094f6bf"
"1123","C:\Users\louie\Documents\Project\Capstone\Images\00001817.jpg","00001817.jpg","27.74 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"1124","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005253.jpg","00005253.jpg","24.16 KB","15/10/2024 10:25:58 pm","1d55cfae27355963f91f998f1094f6bf"
"1124","C:\Users\louie\Documents\Project\Capstone\Images\00005253.jpg","00005253.jpg","24.16 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"1125","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004206.jpg","00004206.jpg","31.98 KB","15/10/2024 10:25:41 pm","1d55cfae27355963f91f998f1094f6bf"
"1125","C:\Users\louie\Documents\Project\Capstone\Images\00004206.jpg","00004206.jpg","31.98 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"1126","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005278.jpg","00005278.jpg","33.76 KB","15/10/2024 10:25:58 pm","1d55cfae27355963f91f998f1094f6bf"
