"GroupNumber","FilePath","FileName","FileSize","LastModified","Hash"
"1","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000622.jpg","00000622.jpg","28.22 KB","15/10/2024 10:24:48 pm","1d55cfae27355963f91f998f1094f6bf"
"1","C:\Users\louie\Documents\Project\Capstone\Images\00000622.jpg","00000622.jpg","28.22 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"2","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001435.jpg","00001435.jpg","31.61 KB","15/10/2024 10:25:00 pm","1d55cfae27355963f91f998f1094f6bf"
"2","C:\Users\louie\Documents\Project\Capstone\Images\00001435.jpg","00001435.jpg","31.61 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"3","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000431.jpg","00000431.jpg","21.46 KB","15/10/2024 10:24:46 pm","1d55cfae27355963f91f998f1094f6bf"
"3","C:\Users\louie\Documents\Project\Capstone\Images\00000431.jpg","00000431.jpg","21.46 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"4","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005221.jpg","00005221.jpg","21.31 KB","15/10/2024 10:25:57 pm","1d55cfae27355963f91f998f1094f6bf"
"4","C:\Users\louie\Documents\Project\Capstone\Images\00005221.jpg","00005221.jpg","21.31 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"5","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py","__init__.py","21.82 KB","12/4/2025 10:11:39 am","1d55cfae27355963f91f998f1094f6bf"
"5","C:\Users\louie\Documents\GitProject\Toto-Predictions\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py","__init__.py","21.82 KB","27/2/2025 3:23:16 pm","1d55cfae27355963f91f998f1094f6bf"
"6","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004018.jpg","00004018.jpg","15.85 KB","15/10/2024 10:25:39 pm","1d55cfae27355963f91f998f1094f6bf"
"6","C:\Users\louie\Documents\Project\Capstone\Images\00004018.jpg","00004018.jpg","15.85 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"7","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005043.jpg","00005043.jpg","35.06 KB","15/10/2024 10:25:55 pm","1d55cfae27355963f91f998f1094f6bf"
"7","C:\Users\louie\Documents\Project\Capstone\Images\00005043.jpg","00005043.jpg","35.06 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"8","C:\Users\louie\Documents\GitProject\.mypy_cache\3.12\asyncio\protocols.data.json","protocols.data.json","19.20 KB","1/2/2025 1:28:03 pm","1d55cfae27355963f91f998f1094f6bf"
"8","C:\Users\louie\Documents\GitProject\Toto-Predictions\.mypy_cache\3.12\asyncio\protocols.data.json","protocols.data.json","19.20 KB","3/2/2025 4:37:50 pm","1d55cfae27355963f91f998f1094f6bf"
"9","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004248.jpg","00004248.jpg","21.36 KB","15/10/2024 10:25:42 pm","1d55cfae27355963f91f998f1094f6bf"
"9","C:\Users\louie\Documents\Project\Capstone\Images\00004248.jpg","00004248.jpg","21.36 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"10","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002078.jpg","00002078.jpg","19.21 KB","15/10/2024 10:25:10 pm","1d55cfae27355963f91f998f1094f6bf"
"10","C:\Users\louie\Documents\Project\Capstone\Images\00002078.jpg","00002078.jpg","19.21 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"11","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004341.jpg","00004341.jpg","10.20 KB","15/10/2024 10:25:43 pm","1d55cfae27355963f91f998f1094f6bf"
"11","C:\Users\louie\Documents\Project\Capstone\Images\00004341.jpg","00004341.jpg","10.20 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"12","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002367.jpg","00002367.jpg","32.43 KB","15/10/2024 10:25:14 pm","1d55cfae27355963f91f998f1094f6bf"
"12","C:\Users\louie\Documents\Project\Capstone\Images\00002367.jpg","00002367.jpg","32.43 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"13","C:\Users\louie\Documents\GitProject\.mypy_cache\3.12\matplotlib\tri\_trirefine.data.json","_trirefine.data.json","17.41 KB","1/2/2025 1:28:09 pm","1d55cfae27355963f91f998f1094f6bf"
"13","C:\Users\louie\Documents\GitProject\Toto-Predictions\.mypy_cache\3.12\matplotlib\tri\_trirefine.data.json","_trirefine.data.json","17.41 KB","3/2/2025 4:37:52 pm","1d55cfae27355963f91f998f1094f6bf"
"14","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004125.jpg","00004125.jpg","16.70 KB","15/10/2024 10:25:40 pm","1d55cfae27355963f91f998f1094f6bf"
"14","C:\Users\louie\Documents\Project\Capstone\Images\00004125.jpg","00004125.jpg","16.70 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"15","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004914.jpg","00004914.jpg","30.84 KB","15/10/2024 10:25:52 pm","1d55cfae27355963f91f998f1094f6bf"
"15","C:\Users\louie\Documents\Project\Capstone\Images\00004914.jpg","00004914.jpg","30.84 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"16","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001147.jpg","00001147.jpg","28.76 KB","15/10/2024 10:24:56 pm","1d55cfae27355963f91f998f1094f6bf"
"16","C:\Users\louie\Documents\Project\Capstone\Images\00001147.jpg","00001147.jpg","28.76 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"17","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002084.jpg","00002084.jpg","26.76 KB","15/10/2024 10:25:10 pm","1d55cfae27355963f91f998f1094f6bf"
"17","C:\Users\louie\Documents\Project\Capstone\Images\00002084.jpg","00002084.jpg","26.76 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"18","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001550.jpg","00001550.jpg","10.51 KB","15/10/2024 10:25:02 pm","1d55cfae27355963f91f998f1094f6bf"
"18","C:\Users\louie\Documents\Project\Capstone\Images\00001550.jpg","00001550.jpg","10.51 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"19","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002601.jpg","00002601.jpg","32.83 KB","15/10/2024 10:25:18 pm","1d55cfae27355963f91f998f1094f6bf"
"19","C:\Users\louie\Documents\Project\Capstone\Images\00002601.jpg","00002601.jpg","32.83 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"20","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001861.jpg","00001861.jpg","37.30 KB","15/10/2024 10:25:07 pm","1d55cfae27355963f91f998f1094f6bf"
"20","C:\Users\louie\Documents\Project\Capstone\Images\00001861.jpg","00001861.jpg","37.30 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"21","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002968.jpg","00002968.jpg","23.71 KB","15/10/2024 10:25:23 pm","1d55cfae27355963f91f998f1094f6bf"
"21","C:\Users\louie\Documents\Project\Capstone\Images\00002968.jpg","00002968.jpg","23.71 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"22","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\tests\indexes\ranges\test_range.py","test_range.py","20.45 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"22","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\tests\indexes\ranges\test_range.py","test_range.py","20.45 KB","16/4/2025 5:38:58 pm","1d55cfae27355963f91f998f1094f6bf"
"23","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\tests\arithmetic\test_datetime64.py","test_datetime64.py","88.14 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"23","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\tests\arithmetic\test_datetime64.py","test_datetime64.py","88.14 KB","16/4/2025 5:38:57 pm","1d55cfae27355963f91f998f1094f6bf"
"24","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004908.jpg","00004908.jpg","30.65 KB","15/10/2024 10:25:52 pm","1d55cfae27355963f91f998f1094f6bf"
"24","C:\Users\louie\Documents\Project\Capstone\Images\00004908.jpg","00004908.jpg","30.65 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"25","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002068.jpg","00002068.jpg","30.10 KB","15/10/2024 10:25:09 pm","1d55cfae27355963f91f998f1094f6bf"
"25","C:\Users\louie\Documents\Project\Capstone\Images\00002068.jpg","00002068.jpg","30.10 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"26","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005163.jpg","00005163.jpg","36.53 KB","15/10/2024 10:25:57 pm","1d55cfae27355963f91f998f1094f6bf"
"26","C:\Users\louie\Documents\Project\Capstone\Images\00005163.jpg","00005163.jpg","36.53 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"27","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003763.jpg","00003763.jpg","36.20 KB","15/10/2024 10:25:35 pm","1d55cfae27355963f91f998f1094f6bf"
"27","C:\Users\louie\Documents\Project\Capstone\Images\00003763.jpg","00003763.jpg","36.20 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"28","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004472.jpg","00004472.jpg","33.85 KB","15/10/2024 10:25:45 pm","1d55cfae27355963f91f998f1094f6bf"
"28","C:\Users\louie\Documents\Project\Capstone\Images\00004472.jpg","00004472.jpg","33.85 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"29","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004521.jpg","00004521.jpg","31.13 KB","15/10/2024 10:25:46 pm","1d55cfae27355963f91f998f1094f6bf"
"29","C:\Users\louie\Documents\Project\Capstone\Images\00004521.jpg","00004521.jpg","31.13 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"30","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004675.jpg","00004675.jpg","41.74 KB","15/10/2024 10:25:48 pm","1d55cfae27355963f91f998f1094f6bf"
"30","C:\Users\louie\Documents\Project\Capstone\Images\00004675.jpg","00004675.jpg","41.74 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"31","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000478.jpg","00000478.jpg","28.37 KB","15/10/2024 10:24:46 pm","1d55cfae27355963f91f998f1094f6bf"
"31","C:\Users\louie\Documents\Project\Capstone\Images\00000478.jpg","00000478.jpg","28.37 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"32","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000897.jpg","00000897.jpg","29.21 KB","15/10/2024 10:24:52 pm","1d55cfae27355963f91f998f1094f6bf"
"32","C:\Users\louie\Documents\Project\Capstone\Images\00000897.jpg","00000897.jpg","29.21 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"33","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000735.jpg","00000735.jpg","33.14 KB","15/10/2024 10:24:50 pm","1d55cfae27355963f91f998f1094f6bf"
"33","C:\Users\louie\Documents\Project\Capstone\Images\00000735.jpg","00000735.jpg","33.14 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"34","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000728.jpg","00000728.jpg","24.47 KB","15/10/2024 10:24:50 pm","1d55cfae27355963f91f998f1094f6bf"
"34","C:\Users\louie\Documents\Project\Capstone\Images\00000728.jpg","00000728.jpg","24.47 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"35","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004119.jpg","00004119.jpg","30.67 KB","15/10/2024 10:25:40 pm","1d55cfae27355963f91f998f1094f6bf"
"35","C:\Users\louie\Documents\Project\Capstone\Images\00004119.jpg","00004119.jpg","30.67 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"36","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003989.jpg","00003989.jpg","30.73 KB","15/10/2024 10:25:38 pm","1d55cfae27355963f91f998f1094f6bf"
"36","C:\Users\louie\Documents\Project\Capstone\Images\00003989.jpg","00003989.jpg","30.73 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"37","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004523.jpg","00004523.jpg","11.51 KB","15/10/2024 10:25:46 pm","1d55cfae27355963f91f998f1094f6bf"
"37","C:\Users\louie\Documents\Project\Capstone\Images\00004523.jpg","00004523.jpg","11.51 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"38","C:\Users\louie\Documents\GitProject\.mypy_cache\3.12\errno.data.json","errno.data.json","24.64 KB","1/2/2025 1:27:38 pm","1d55cfae27355963f91f998f1094f6bf"
"38","C:\Users\louie\Documents\GitProject\Toto-Predictions\.mypy_cache\3.12\errno.data.json","errno.data.json","24.64 KB","3/2/2025 4:37:40 pm","1d55cfae27355963f91f998f1094f6bf"
"39","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pytz\zoneinfo\zone1970.tab","zone1970.tab","17.17 KB","21/7/2024 3:49:56 pm","1d55cfae27355963f91f998f1094f6bf"
"39","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\tzdata\zoneinfo\zone1970.tab","zone1970.tab","17.17 KB","21/7/2024 3:49:56 pm","1d55cfae27355963f91f998f1094f6bf"
"40","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003651.jpg","00003651.jpg","27.68 KB","15/10/2024 10:25:33 pm","1d55cfae27355963f91f998f1094f6bf"
"40","C:\Users\louie\Documents\Project\Capstone\Images\00003651.jpg","00003651.jpg","27.68 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"41","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001102.jpg","00001102.jpg","23.68 KB","15/10/2024 10:24:56 pm","1d55cfae27355963f91f998f1094f6bf"
"41","C:\Users\louie\Documents\Project\Capstone\Images\00001102.jpg","00001102.jpg","23.68 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"42","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005125.jpg","00005125.jpg","38.52 KB","15/10/2024 10:25:56 pm","1d55cfae27355963f91f998f1094f6bf"
"42","C:\Users\louie\Documents\Project\Capstone\Images\00005125.jpg","00005125.jpg","38.52 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"43","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000440.jpg","00000440.jpg","32.10 KB","15/10/2024 10:24:46 pm","1d55cfae27355963f91f998f1094f6bf"
"43","C:\Users\louie\Documents\Project\Capstone\Images\00000440.jpg","00000440.jpg","32.10 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"44","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002071.jpg","00002071.jpg","11.57 KB","15/10/2024 10:25:10 pm","1d55cfae27355963f91f998f1094f6bf"
"44","C:\Users\louie\Documents\Project\Capstone\Images\00002071.jpg","00002071.jpg","11.57 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"45","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001127.jpg","00001127.jpg","41.18 KB","15/10/2024 10:24:56 pm","1d55cfae27355963f91f998f1094f6bf"
"45","C:\Users\louie\Documents\Project\Capstone\Images\00001127.jpg","00001127.jpg","41.18 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"46","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000592.jpg","00000592.jpg","18.25 KB","15/10/2024 10:24:48 pm","1d55cfae27355963f91f998f1094f6bf"
"46","C:\Users\louie\Documents\Project\Capstone\Images\00000592.jpg","00000592.jpg","18.25 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"47","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py","req_uninstall.py","23.29 KB","21/7/2024 3:10:30 pm","1d55cfae27355963f91f998f1094f6bf"
"47","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py","req_uninstall.py","23.29 KB","12/4/2025 10:11:38 am","1d55cfae27355963f91f998f1094f6bf"
"47","C:\Users\louie\Documents\GitProject\Toto-Predictions\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py","req_uninstall.py","23.29 KB","27/2/2025 3:23:16 pm","1d55cfae27355963f91f998f1094f6bf"
"48","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003941.jpg","00003941.jpg","35.01 KB","15/10/2024 10:25:38 pm","1d55cfae27355963f91f998f1094f6bf"
"48","C:\Users\louie\Documents\Project\Capstone\Images\00003941.jpg","00003941.jpg","35.01 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"49","C:\Users\louie\Documents\GitProject\avodaq-bootcamp\.terraform\modules\vpc\examples\manage-default-vpc\README.md","README.md","17.93 KB","26/6/2025 4:01:30 pm","1d55cfae27355963f91f998f1094f6bf"
"49","C:\Users\louie\Documents\GitProject\avodaq-bootcamp\avodaq-eks-terraform\.terraform\modules\vpc\examples\manage-default-vpc\README.md","README.md","17.93 KB","25/6/2025 12:54:33 pm","1d55cfae27355963f91f998f1094f6bf"
"50","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004542.jpg","00004542.jpg","28.90 KB","15/10/2024 10:25:46 pm","1d55cfae27355963f91f998f1094f6bf"
"50","C:\Users\louie\Documents\Project\Capstone\Images\00004542.jpg","00004542.jpg","28.90 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"51","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002079.jpg","00002079.jpg","10.65 KB","15/10/2024 10:25:10 pm","1d55cfae27355963f91f998f1094f6bf"
"51","C:\Users\louie\Documents\Project\Capstone\Images\00002079.jpg","00002079.jpg","10.65 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"52","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004492.jpg","00004492.jpg","18.92 KB","15/10/2024 10:25:45 pm","1d55cfae27355963f91f998f1094f6bf"
"52","C:\Users\louie\Documents\Project\Capstone\Images\00004492.jpg","00004492.jpg","18.92 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"53","C:\Users\louie\Downloads\NuvoDream-10W-Cheryl_Gutierrez_Rev0.docx","NuvoDream-10W-Cheryl_Gutierrez_Rev0.docx","41.36 KB","14/5/2025 9:15:24 pm","1d55cfae27355963f91f998f1094f6bf"
"53","C:\Users\louie\Downloads\NuvoDream-10W-Cheryl_Gutierrez.docx","NuvoDream-10W-Cheryl_Gutierrez.docx","41.36 KB","12/5/2025 1:10:12 pm","1d55cfae27355963f91f998f1094f6bf"
"54","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005109.jpg","00005109.jpg","32.24 KB","15/10/2024 10:25:56 pm","1d55cfae27355963f91f998f1094f6bf"
"54","C:\Users\louie\Documents\Project\Capstone\Images\00005109.jpg","00005109.jpg","32.24 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"55","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004371.jpg","00004371.jpg","23.90 KB","15/10/2024 10:25:43 pm","1d55cfae27355963f91f998f1094f6bf"
"55","C:\Users\louie\Documents\Project\Capstone\Images\00004371.jpg","00004371.jpg","23.90 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"56","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003425.jpg","00003425.jpg","23.87 KB","15/10/2024 10:25:30 pm","1d55cfae27355963f91f998f1094f6bf"
"56","C:\Users\louie\Documents\Project\Capstone\Images\00003425.jpg","00003425.jpg","23.87 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"57","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\tests\resample\test_period_index.py","test_period_index.py","42.08 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"57","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\tests\resample\test_period_index.py","test_period_index.py","42.08 KB","16/4/2025 5:38:58 pm","1d55cfae27355963f91f998f1094f6bf"
"58","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002361.jpg","00002361.jpg","29.12 KB","15/10/2024 10:25:14 pm","1d55cfae27355963f91f998f1094f6bf"
"58","C:\Users\louie\Documents\Project\Capstone\Images\00002361.jpg","00002361.jpg","29.12 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"59","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001918.jpg","00001918.jpg","27.52 KB","15/10/2024 10:25:07 pm","1d55cfae27355963f91f998f1094f6bf"
"59","C:\Users\louie\Documents\Project\Capstone\Images\00001918.jpg","00001918.jpg","27.52 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"60","C:\Users\louie\Documents\GitProject\.mypy_cache\3.12\numpy\polynomial\polynomial.data.json","polynomial.data.json","13.60 KB","1/2/2025 1:28:00 pm","1d55cfae27355963f91f998f1094f6bf"
"60","C:\Users\louie\Documents\GitProject\Toto-Predictions\.mypy_cache\3.12\numpy\polynomial\polynomial.data.json","polynomial.data.json","13.60 KB","3/2/2025 4:37:49 pm","1d55cfae27355963f91f998f1094f6bf"
"61","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003819.jpg","00003819.jpg","30.65 KB","15/10/2024 10:25:36 pm","1d55cfae27355963f91f998f1094f6bf"
"61","C:\Users\louie\Documents\Project\Capstone\Images\00003819.jpg","00003819.jpg","30.65 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"62","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002118.jpg","00002118.jpg","24.71 KB","15/10/2024 10:25:10 pm","1d55cfae27355963f91f998f1094f6bf"
"62","C:\Users\louie\Documents\Project\Capstone\Images\00002118.jpg","00002118.jpg","24.71 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"63","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004915.jpg","00004915.jpg","32.49 KB","15/10/2024 10:25:52 pm","1d55cfae27355963f91f998f1094f6bf"
"63","C:\Users\louie\Documents\Project\Capstone\Images\00004915.jpg","00004915.jpg","32.49 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"64","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003166.jpg","00003166.jpg","36.69 KB","15/10/2024 10:25:26 pm","1d55cfae27355963f91f998f1094f6bf"
"64","C:\Users\louie\Documents\Project\Capstone\Images\00003166.jpg","00003166.jpg","36.69 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"65","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003233.jpg","00003233.jpg","23.25 KB","15/10/2024 10:25:27 pm","1d55cfae27355963f91f998f1094f6bf"
"65","C:\Users\louie\Documents\Project\Capstone\Images\00003233.jpg","00003233.jpg","23.25 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"66","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003710.jpg","00003710.jpg","11.43 KB","15/10/2024 10:25:34 pm","1d55cfae27355963f91f998f1094f6bf"
"66","C:\Users\louie\Documents\Project\Capstone\Images\00003710.jpg","00003710.jpg","11.43 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
